"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"74",75,"Merger by absorption","2019-07-01","1985-03-21",34,0,4367.51935474375,0.00000127385100661189,0.00000165221344149941,1.29697006783691,446000,0.0000471796669115516,4375000,0.00427312983170339,"Large",0.00901805633252229,"F - Construction",0,0,0,0,1,0,0,1,0,4375000,-13.3133946893352,-13.5734659569376,8.38195047353674,8.38195047353674
"75",76,"Merger by absorption","2021-06-28","1970-08-31",51,0,-1724.8468076695,0.0000450378180151272,0.0000292301970992934,0.623726292301971,6333.33333333333,0.0087669035067614,-1096666.66666667,0.135170754068302,"Large",0.00108870043548017,"H - Transportation and storage",0,0,0,0,1,0,0,1,0,-967333.333333333,-10.4403082358158,-10.0080080207964,NA,NA
"76",77,"Merger by absorption","2022-06-30","2009-10-25",13,0,2406.54921486021,0.000100819606906979,0.000187731515780116,1.77374425840865,121666.666666667,0.00381952733349248,457333.333333333,0.380679557571417,"Large",0.0290443224317657,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,501000,-8.5804977234044,-9.20217770827614,7.78594913933821,7.78594913933821
"77",78,"Merger by absorption","2021-07-01","2001-05-02",20,0,2798.54849351221,0.0000469155206286837,0.0000820580958489874,1.6249885457711,662000,0.0035101506221349,2225666.66666667,0.577079240340537,"Large",0.0520235756385069,"F - Construction",0,0,0,0,1,0,0,1,0,2407333.33333333,-9.40808307559446,-9.96716200700826,7.93685616657585,7.93685616657585
"78",79,"Merger by absorption","2019-07-31","1975-01-10",44,0,8128.65777607215,0.0000334139864266745,0.0000983942722090922,1.36226192131239,169666.666666667,0.00447329595750959,2915333.33333333,0.0956270286220124,"Large",0.0060076718796105,"H - Transportation and storage",0,0,0,0,1,0,0,1,0,10983333.3333333,-9.22652796485748,-10.3065359903455,9.00315109371807,9.00315109371807
"79",80,"Merger by absorption","2021-01-01","1978-07-06",43,0,16309.0062111801,0.0000110988697106949,0.0000164668846107277,1.12440973483473,97666.6666666667,0.0141728213707648,583000,0.359978781572612,"Large",0.00398525591327648,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,1146000,-11.0141591870568,-11.4086672826961,9.69947276250056,9.69947276250056
"80",81,"Merger by absorption","2021-03-31","1985-07-05",36,0,4518.26515255165,0.000278766957364341,0.00115769617706237,1.91901408450704,252666.666666667,0.0189559108527132,956333.333333333,-0.00802446705426357,"Large",0.022953003875969,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,1887000,-6.76132330294136,-8.18513440344618,8.41588338334298,8.41588338334298
"81",82,"Liquidation","2020-04-01","2014-10-06",6,4,4370.90558766859,0.0000369048931011682,0.0000489833979375411,1.30366415563519,366000,0.003058188230108,936666.666666667,0.201096539563588,"Large",0.0302512673572846,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,1,0,2938666.66666667,-9.9240291348665,-10.2071664113413,8.38272549492027,8.38272549492027
"82",83,"Merger by absorption","2022-06-30","2015-03-10",7,0,2290.23446391987,0.000356326408905675,0.000643395549174444,1.78876525484566,50000,0.0504919988072756,312000,0.14044329589504,"Large",0.0149090547659278,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,325333.333333333,-7.34875086084811,-7.93966336824047,7.73640947729841,7.73640947729841
"83",84,"Bankruptcy","2020-02-05","1964-04-03",56,2,22335.9718557608,0.0000275633958103638,0.0000301230742748946,1.04894282353616,0,0.124507796503386,246666.666666667,0.353743371659579,"Large",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,1,0,1,0,340000,-10.4102190926815,-10.4990219042291,10.0139537455219,10.0139537455219
"84",85,"Bankruptcy","2020-03-09","1996-05-29",24,2,5111.71876057558,0.00000318311097458278,0.0000170767744501904,2.04953969426607,42333.3333333333,0.00820935442696058,16115000,0.302045982977506,"Large",0.000336318713620643,"M - Professional, scientific and technical activities",0,0,0,1,0,1,0,1,0,17833000,-10.9777912369586,-12.6576515454958,8.5392909790071,8.5392909790071
"85",86,"Bankruptcy","2020-10-28","1960-05-20",60,2,-3118.99602744673,0.0000306113587680195,0.0000430096593797661,0.549547534316218,6000,0.019785213917675,-306000,0.0362125861170613,"Large",0.000260522202281017,"C - Manufacturing",0,0,0,1,0,1,0,1,0,1230000,-10.054085830759,-10.3941394163149,NA,NA
"86",87,"Bankruptcy","2020-10-15","2003-05-27",17,2,3075.78646329838,0.0000373211426210032,0.0000564916533093553,1.4921224441925,99333.3333333333,0.0247946691461336,594000,0.368226664600444,"Large",0.00769667854744563,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,1,0,603666.666666667,-9.78141765976285,-10.1959505655995,8.03131590796173,8.03131590796173
"87",88,"Merger by absorption","2021-12-15","1974-11-06",47,0,1963.94849785408,0.000000343406593406593,0.000000713266761768902,2.0576449228375,53000,0.00836663336663337,209000,0.0251623376623377,"Large",0.00496378621378621,"H - Transportation and storage",0,0,0,0,1,0,0,1,0,216000,-14.1534103465767,-14.8843506882987,7.58271226548202,7.58271226548202
"88",89,"Bankruptcy","2021-11-22","1981-01-28",40,2,-7513.7376879212,0.0000122119497723196,0.0000146414095458681,0.840268012242535,500,0.025113840209742,-38333.3333333333,0.259486684145164,"Large",0.00010349109976542,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,1,0,40666.6666666667,-11.1316567736103,-11.3130955960775,NA,NA
"89",90,"Merger by absorption","2021-10-01","1969-10-27",52,0,3297.77833880333,0.000190315789473684,0.000310866574965612,1.49537326497437,170333.333333333,0.00076555023923445,463666.666666667,0.079311004784689,"Large",0.0195598086124402,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,821000,-8.07614675724337,-8.56682581561865,8.10100429006739,8.10100429006739
"90",91,"Bankruptcy","2020-08-19","1953-02-26",67,2,6853.95279923802,0.00000128159597300928,0.00000260743905503895,1.29683965820558,44000,0.0216327223877831,-2180000,0.3083550792891,"Large",0.00203820082454488,"C - Manufacturing",0,0,0,1,0,1,0,1,0,-1183333.33333333,-12.8571420232923,-13.5674044027961,8.83258081581003,8.83258081581003
"91",92,"Liquidation","2021-07-30","2012-02-24",9,4,53771.8832891247,0.000043656274664562,0.0000445126244844583,1.0190121718137,36000,0.0203729281767956,117333.333333333,0.208415548539858,"Large",0.005327545382794,"M - Professional, scientific and technical activities",0,0,0,1,0,0,0,1,0,129000,-10.0197377127463,-10.0391635365351,10.892505994095,10.892505994095
"92",93,"Merger by absorption","2019-12-31","1983-12-08",37,0,2416.55405405405,0.0000615126520341115,0.000118120805369128,1.7944966442953,78000,0.00160771704180064,481000,0.0721725150286593,"Large",0.00817838669089892,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,578666.666666667,-9.04380268288349,-9.69626768017821,7.79009785977242,7.79009785977242
"93",94,"Merger by absorption","2021-12-31","1953-02-13",69,0,10644.2105263158,0.0000172072784810127,0.0000234138464643746,1.12783421920205,150000,0.00761471518987342,178333.333333333,0.42939082278481,"Large",0.0222507911392405,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,309000,-10.6621829813566,-10.9701780961542,9.27277141077419,9.27277141077419
"94",95,"Bankruptcy","2022-10-13","1982-06-30",40,2,-113182.352941176,0.0000132009770801933,0.0000147966911336363,1.02621461027613,666.666666666667,0.00945896782911491,-227000,0.166363494620862,"Large",0.000103944701418845,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,1,0,-80000,-11.1211069742418,-11.2352197098846,NA,NA
"95",96,"Bankruptcy","2022-04-25","1983-12-28",39,2,-3382.77549422588,0.0000304178769398123,0.0000276047847593442,0.731723710603976,548000,0.0567449342112877,-3303000,0.22520338375013,"Large",0.00951245761633088,"F - Construction",0,0,0,1,0,1,0,1,0,-1039000,-10.4975214394206,-10.4004800651593,NA,NA
"96",97,"Merger by absorption","2019-03-29","1994-03-08",25,0,5222.46127366609,0.000000432561588530938,0.00000407925407925408,2.80613830613831,632666.666666667,0.0023275933097141,2054666.66666667,0.0913940842053226,"Large",0.0390953283348439,"C - Manufacturing",0,0,0,0,1,0,0,1,0,2231666.66666667,-12.4095964099747,-14.653541119485,8.5607240781167,8.5607240781167
"97",98,"Merger by absorption","2021-06-30","1989-06-08",32,0,3807.92682926829,0.000156473004490549,0.000215298400229907,1.36138519015231,174333.333333333,0.00442092804678525,758333.333333333,0.00121836599714554,"Large",0.0182058690430605,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,797666.666666667,-8.44348558404466,-8.76262705813114,8.24484018072357,8.24484018072357
"98",99,"Merger by absorption","2019-03-29","2000-12-13",19,0,-31416.2936436885,0.00000720962042630799,0.00000782603316010888,0.965416975996041,192333.333333333,0.00361905847486607,165666.666666667,0.336401459021999,"Large",0.0164424940157301,"N - Administrative and support service activities",0,0,0,1,0,0,0,1,0,361000,-11.7580547970129,-11.8400942535029,NA,NA
"99",100,"Demerger","2019-12-24","1988-06-09",31,5,3118.48082863892,0.000080240079249461,0.000172664576802508,1.68978056426332,24000,0.00617679622399627,71333.3333333333,0.363265543965969,"Large",0.00419555969931822,"E - Water supply; sewerage, waste management and remediation activities",0,0,0,0,1,0,0,1,0,403666.666666667,-8.66415970790653,-9.43048742665579,8.04510124832468,8.04510124832468
"100",101,"Merger by absorption","2020-03-31","2009-05-14",11,0,4262.52754622976,0.00014543247617335,0.000301126314809643,1.48575816810947,763666.666666667,0.00912605646466463,110333.333333333,0.290055745369538,"Large",0.0514970329077504,"J - Information and communication",0,0,0,0,1,0,0,1,0,1497333.33333333,-8.10798073071368,-8.83579866035459,8.35761758402949,8.35761758402949
"101",102,"Merger by absorption","2021-07-01","2017-12-22",4,0,-19477.4078478002,0.0000031745062727023,0.00000347442621855477,0.943841245448168,979666.666666667,0.0340038460364458,3048666.66666667,0.681603125667715,"Large",0.0897103263026159,"M - Professional, scientific and technical activities",0,0,0,0,1,0,0,1,0,3372333.33333333,-12.5700812095435,-12.6603584423724,NA,NA
"102",103,"Merger by absorption","2020-07-24","1962-10-02",58,0,2946.54247241065,0.0000284850359069512,0.0000473687217873264,1.56436775041426,100000,0.00230216816135794,320000,0.238463388654091,"Large",0.0103082156478714,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,365666.666666667,-9.957548424983,-10.4661316644762,7.9883877187034,7.9883877187034
"103",104,"Merger by absorption","2021-06-29","2006-08-04",15,0,6963.79690949227,0.0000798833449565714,0.0000936802973977695,1.16847583643123,101666.666666667,0.0039307677677043,361333.333333333,0.380460280225702,"Large",0.0193368414379002,"J - Information and communication",0,0,0,0,1,0,0,1,0,387000,-9.2756226640666,-9.43494317552409,8.84848013755248,8.84848013755248
"104",105,"Merger by absorption","2020-07-24","2005-12-12",15,0,3862.75710088149,0.0000664004310481443,0.0000904576856649396,1.35263385146805,159666.666666667,0.00450064974168806,531333.333333333,0.308738233336503,"Large",0.0151817691990745,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,1,0,545000,-9.31062837831283,-9.61980700981404,8.25913648232577,8.25913648232577
"105",106,"Bankruptcy","2020-12-24","1966-06-30",54,2,3782.66242937853,0.000000793465577596266,0.00000114849344683151,1.41936900418862,42666.6666666667,0.0576196032672112,-968000,0.880280046674446,"Large",0.00298716452742124,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,1,0,190333.333333333,-13.6770595206833,-14.0468556783919,8.23818338707456,8.23818338707456
"106",107,"Merger by absorption","2021-10-01","1999-06-24",22,0,5213.48533567183,0.0000842709228871529,0.000171334118630543,1.39001405935327,341333.333333333,0.00310245579934961,1009666.66666667,0.285182970134191,"Large",0.0191380405935783,"C - Manufacturing",0,0,0,0,1,0,0,1,0,1924666.66666667,-8.67189499774097,-9.38147367668957,8.55900388146494,8.55900388146494
"107",108,"Bankruptcy","2019-10-16","2005-09-29",14,2,-2186.41930102933,0.000055563825828061,0.0000552932244504935,0.544867877710497,369333.333333333,0.00602902865649423,322666.666666667,0.0933662076665426,"Large",0.0103088946780796,"J - Information and communication",1,0,0,0,0,1,0,1,0,39122666.6666667,-9.80286018044182,-9.79797818305248,NA,NA
"108",109,"Merger by absorption","2018-12-31","2017-08-23",2,0,957080,0.0000579052952731224,0.0000579658605974395,1.00104593757845,221000,0.000146278263050111,228000,0.0428908764157646,"Large",0.00230910686671961,"M - Professional, scientific and technical activities",0,0,0,0,1,0,0,1,0,228000,-9.75565633110593,-9.75670172207278,13.7716422615076,13.7716422615076
"109",110,"Liquidation","2022-08-31","1983-12-30",39,4,8280.8772604848,0.0000426772604776508,0.0000679514685211215,1.19231338314715,2666.66666666667,0.0077362698633956,-1285000,0.375894433602825,"Large",0.000185856333054549,"C - Manufacturing",0,0,0,1,0,0,0,1,0,-863000,-9.59671680581078,-10.0618443210873,9.02170419110098,9.02170419110098
"110",111,"End of suspension","2020-03-18","1987-02-27",33,6,2765.07775951448,0.000341259316841191,0.000547863749816473,1.58045808251358,166000,0.016278750743061,-845000,0.0406511500297224,"Large",0.0227719603091134,"F - Construction",0,0,0,1,0,0,0,1,0,-760000,-7.50948393365201,-7.98286790973907,7.92482403635104,7.92482403635104
"111",112,"Merger by absorption","2018-12-27","1993-09-24",25,0,4231.01859750896,0.000253528510363739,0.000356871203950729,1.33274677867968,396333.333333333,0.0118154689894346,781666.666666667,0.237398177272361,"Large",0.0479474151141221,"J - Information and communication",0,0,0,0,1,0,0,1,0,914000,-7.93813561452622,-8.28003427433886,8.3501980462455,8.3501980462455
"112",113,"Merger by absorption","2021-12-31","1991-04-30",31,0,11639.795265515,0.0000569449788380146,0.0000718297164251543,1.10836857796575,12000,0.00802506458528005,-24666.6666666667,0.414664981036662,"Large",0.00197878304842522,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,83000,-9.54121228974622,-9.77342503985951,9.36218513225746,9.36218513225746
"113",114,"Bankruptcy","2020-09-28","1988-09-08",32,2,2350.80113100848,0.00016578462031914,0.000369229395481739,1.94758460576837,-666.666666666667,0.0208884612300537,-2975666.66666667,0.314289150829925,"Large",-0.0000801860315932964,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,1,0,-1151666.66666667,-7.90409243910704,-8.70482108000504,7.7625114558548,7.7625114558548
"114",115,"Merger by absorption","2020-07-24","1980-03-27",40,0,2542.31811548885,0.0000462875650854823,0.0000908213337623683,1.77169978280106,93333.3333333333,0.00418187036201878,309333.333333333,0.273994506170309,"Large",0.0114796441310319,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,1,0,419333.333333333,-9.30661634662419,-9.98063720561195,7.8408315876996,7.8408315876996
"115",116,"Merger by absorption","2022-01-10","2008-10-08",14,0,1533.73356203545,0.0000000310655483069276,0.0000000893415527561869,2.87536853390512,527333.333333333,0.00431811121466294,1881333.33333333,0.124914569742156,"Large",0.0491456974215595,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,1975333.33333333,-16.2307991408714,-17.287166403275,7.33546027846839,7.33546027846839
"116",117,"Bankruptcy","2020-03-05","1994-09-20",26,2,-5876.77590988849,0.0000285673007464483,0.0000315491639365187,0.812077181636387,1224333.33333333,0.00706958824945822,3766000,0.133445701902239,"Large",0.0353768360221527,"M - Professional, scientific and technical activities",0,0,0,1,0,1,0,1,0,3818666.66666667,-10.3639634689631,-10.4632478247832,NA,NA
"117",118,"Merger by absorption","2022-06-30","1986-04-30",36,0,1738.56394725219,0.0000357836288083616,0.0000893318233295583,2.43601359003397,392000,0.000616959117385545,895333.333333333,0.135712859968426,"Large",0.0213395271189824,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,1153000,-9.32315276929172,-10.2380200650051,7.46081473377529,7.46081473377529
"118",119,"Merger by absorption","2020-07-24","1973-12-14",47,0,23060.8175473579,0.00000263726761781236,0.0000036707184980142,1.06041641593453,51666.6666666667,0.00523130134025076,167666.666666667,0.228447903156074,"Large",0.00670125378296584,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,1,0,384000,-12.5151231390338,-12.8457671700343,10.0458902462457,10.0458902462457
